Car Name,Transmission,Kilometers Run,Fuel Type,Body Type,Previous Owners,Price
2015 Maruti Wagon R,automatic,"61,885 kms",Petrol,Hatchback,1,"3,42,000"
2016 Maruti Wagon R,manual,"70,368 kms",CNG,Hatchback,1,"4,07,500"
2020 Toyota Glanza,manual,"12,903 kms",Petrol,Hatchback,1,"7,38,000"
2016 Maruti Celerio,automatic,"1,06,690 kms",Petrol,Hatchback,1,"3,69,000"
2018 Maruti Swift,manual,"37,449 kms",Petrol,Hatchback,1,"5,52,000"
2019 Renault KWID,manual,"13,290 kms",Petrol,Hatchback,1,"3,37,000"
2016 Renault KWID,manual,"24,876 kms",Petrol,Hatchback,1,"2,90,000"
2014 Hyundai Grand i10,automatic,"83,100 kms",Petrol,Hatchback,1,"4,14,000"
2018 Nissan Micra Active,manual,"22,245 kms",Petrol,Hatchback,1,"3,00,000"
2011 Maruti Wagon R,manual,"44,738 kms",Petrol,Hatchback,1,"2,44,000"
2015 Maruti Wagon R,automatic,"36,245 kms",Petrol,Hatchback,1,"3,60,000"
2013 Hyundai i10,manual,"24,282 kms",Petrol,Hatchback,1,"2,55,000"
2014 Honda Brio,manual,"69,913 kms",Petrol,Hatchback,1,"3,39,500"
2018 Maruti Alto K10,manual,"14,365 kms",Petrol,Hatchback,1,"3,43,000"
2014 Maruti Alto 800,manual,"1,60,000 kms",CNG,Hatchback,1,"2,65,000"
2013 Mahindra XUV500,manual,"50,000 kms",Diesel,Hatchback,1,"7,00,000"
2012 Fiat Grande Punto,manual,"1,41,100 kms",Diesel,Hatchback,1,"1,28,000"
2012 Maruti Alto K10,manual,"55,384 kms",Petrol,Hatchback,1,"1,94,000"
2013 Jaguar XF,automatic,"25,000 kms",Diesel,Hatchback,1,"16,70,000"
2012 Audi A6,automatic,"75,000 kms",Diesel,Hatchback,1,"10,50,000"
2019 Tata Tiago,manual,"18,962 kms",Petrol,Hatchback,1,"4,45,000"
2013 Maruti Swift,manual,"61,430 kms",Petrol,Hatchback,1,"3,38,000"
2017 Hyundai Grand i10,manual,"62,428 kms",Petrol,Hatchback,1,"4,20,000"
2016 Datsun RediGO,manual,"37,152 kms",Petrol,Hatchback,1,"2,08,500"
2012 Maruti Swift,manual,"89,923 kms",Petrol,Hatchback,1,"3,08,000"
2015 Maruti Wagon R,manual,"27,980 kms",Petrol,Hatchback,1,"2,80,000"
2011 Maruti Zen Estilo,manual,"49,030 kms",Petrol,Hatchback,1,"2,17,000"
2018 Renault KWID,automatic,"33,085 kms",Petrol,Hatchback,1,"3,65,000"
2016 Hyundai i20,manual,"54,273 kms",Petrol,Hatchback,1,"6,49,500"
2017 Maruti Alto K10,manual,"36,396 kms",Petrol,Hatchback,1,"3,26,500"
2016 Maruti Baleno,manual,"70,700 kms",Petrol,Hatchback,1,"5,14,500"
2017 Hyundai i20,manual,"95,613 kms",Diesel,Hatchback,1,"6,49,500"
2015 Hyundai Grand i10,manual,"40,942 kms",Petrol,Hatchback,1,"4,10,500"
2014 Hyundai i20,manual,"29,681 kms",Petrol,Hatchback,1,"4,30,000"
2016 Volkswagen Polo,manual,"53,923 kms",Petrol,Hatchback,1,"5,63,000"
2014 Maruti Alto 800,manual,"31,044 kms",Petrol,Hatchback,1,"2,28,500"
2019 Maruti Swift,manual,"7,796 kms",Petrol,Hatchback,1,"5,43,000"
2017 Maruti Alto 800,manual,"44,479 kms",Petrol,Hatchback,1,"2,72,000"
2017 Maruti Wagon R,manual,"31,740 kms",Petrol,Hatchback,1,"3,89,000"
2015 Maruti Wagon R,manual,"70,158 kms",Petrol,Hatchback,1,"3,16,000"
2013 Hyundai EON,manual,"66,411 kms",Petrol,Hatchback,1,"1,99,000"
2016 Maruti Swift,manual,"33,124 kms",Petrol,Hatchback,1,"4,71,000"
2014 Honda Brio,manual,"36,768 kms",Petrol,Hatchback,1,"3,36,500"
2016 Maruti Swift,manual,"67,829 kms",Petrol,Hatchback,1,"4,44,500"
2015 Maruti Swift,manual,"46,140 kms",Petrol,Hatchback,1,"4,15,000"
2014 Honda Brio,manual,"28,036 kms",Petrol,Hatchback,1,"3,80,000"
2020 Tata Altroz,manual,"24,037 kms",Petrol,Hatchback,1,"6,12,000"
2014 Maruti Ritz,manual,"60,686 kms",Petrol,Hatchback,1,"3,45,000"
2018 Tata Tiago,manual,"81,696 kms",Petrol,Hatchback,1,"4,64,000"
2012 Hyundai i10,automatic,"62,471 kms",Petrol,Hatchback,1,"2,93,500"
2011 Maruti Wagon R,manual,"63,600 kms",Petrol,Hatchback,1,"2,12,500"
2016 Hyundai i20,manual,"76,132 kms",Petrol,Hatchback,1,"5,30,000"
2018 Maruti Baleno,manual,"19,016 kms",Petrol,Hatchback,1,"5,05,000"
2018 Maruti Alto 800,manual,"10,072 kms",Petrol,Hatchback,1,"3,32,000"
2015 Maruti Wagon R,manual,"99,447 kms",Petrol,Hatchback,1,"2,88,500"
2020 Maruti Wagon R,manual,"21,959 kms",CNG,Hatchback,1,"6,10,500"
2012 Maruti Swift,manual,"25,501 kms",Petrol,Hatchback,1,"3,25,000"
2018 Maruti Alto K10,manual,"45,033 kms",Petrol,Hatchback,1,"3,20,000"
2013 Maruti Wagon R,manual,"34,175 kms",Petrol,Hatchback,1,"2,50,000"
2015 Hyundai Grand i10,manual,"40,428 kms",Petrol,Hatchback,1,"3,90,000"
2015 Maruti Swift,manual,"78,623 kms",Diesel,Hatchback,1,"4,37,000"
2018 Hyundai i20,manual,"50,686 kms",Petrol,Hatchback,1,"6,05,000"
2017 Maruti Swift,manual,"1,17,637 kms",Diesel,Hatchback,1,"4,53,000"
2017 Maruti Ignis,automatic,"88,241 kms",Petrol,Hatchback,1,"4,75,000"
2019 Maruti Alto K10,manual,"7,215 kms",Petrol,Hatchback,1,"3,40,000"
2013 Hyundai i20,manual,"83,648 kms",Petrol,Hatchback,1,"3,30,500"
2017 Maruti Alto K10,manual,"14,178 kms",Petrol,Hatchback,1,"3,11,500"
2017 Hyundai i20,manual,"65,609 kms",Diesel,Hatchback,1,"5,10,000"
2017 Honda Jazz,manual,"58,564 kms",Petrol,Hatchback,1,"5,20,000"
2019 Maruti Swift,manual,"1,744 kms",Petrol,Hatchback,1,"5,25,000"
2018 Maruti Alto K10,manual,"47,399 kms",Petrol,Hatchback,1,"2,99,000"
2015 Hyundai i20,manual,"45,494 kms",Petrol,Hatchback,1,"4,80,500"
2015 Volkswagen Polo,manual,"71,852 kms",Petrol,Hatchback,1,"3,76,500"
2016 Maruti Wagon R,manual,"46,550 kms",Petrol,Hatchback,1,"3,35,000"
2016 Maruti Swift,manual,"49,881 kms",Petrol,Hatchback,1,"3,99,000"
2020 Maruti Alto 800,manual,"29,396 kms",Petrol,Hatchback,1,"3,82,000"
2014 Hyundai EON,manual,"49,091 kms",Petrol,Hatchback,1,"2,36,000"
2013 Maruti Alto K10,manual,"70,680 kms",Petrol,Hatchback,1,"2,30,000"
2013 Nissan Micra Active,manual,"24,097 kms",Petrol,Hatchback,1,"2,73,500"
2020 Tata Altroz,manual,"1,548 kms",Petrol,Hatchback,1,"6,43,000"
2016 Hyundai Grand i10,manual,"27,411 kms",Petrol,Hatchback,1,"4,70,000"
2018 Maruti Baleno,manual,"23,031 kms",Petrol,Hatchback,1,"5,72,000"
2018 Maruti Baleno,manual,"14,472 kms",Petrol,Hatchback,1,"6,58,500"
2011 Maruti Wagon R,manual,"87,560 kms",Petrol,Hatchback,1,"2,39,000"
2016 Maruti Alto K10,manual,"26,880 kms",Petrol,Hatchback,1,"2,80,000"
2013 Maruti Alto K10,manual,"50,900 kms",Petrol,Hatchback,1,"2,49,500"
2012 Maruti Swift,manual,"82,325 kms",Diesel,Hatchback,1,"2,50,000"
2015 Volkswagen Polo,manual,"62,156 kms",Petrol,Hatchback,1,"3,75,000"
2016 Maruti Wagon R,automatic,"70,276 kms",Petrol,Hatchback,1,"3,68,000"
2013 Hyundai Grand i10,manual,"79,829 kms",Petrol,Hatchback,1,"3,62,000"
2017 Maruti Baleno,manual,"29,533 kms",Petrol,Hatchback,1,"5,53,000"
2018 Tata Tiago,manual,"1,26,656 kms",Petrol,Hatchback,1,"3,87,500"
2014 Honda Brio,manual,"35,941 kms",Petrol,Hatchback,1,"3,68,500"
2016 Maruti Swift,manual,"69,900 kms",Petrol,Hatchback,1,"3,91,500"
2018 Hyundai Grand i10,manual,"14,473 kms",Petrol,Hatchback,1,"5,20,000"
2020 Maruti Alto 800,manual,"31,300 kms",Petrol,Hatchback,1,"3,68,500"
2018 Maruti Ignis,manual,"45,262 kms",Petrol,Hatchback,1,"4,74,000"
2016 Hyundai Grand i10,automatic,"58,845 kms",Petrol,Hatchback,1,"4,74,000"
2016 Maruti Celerio,automatic,"44,996 kms",Petrol,Hatchback,1,"4,20,500"
2017 Renault KWID,automatic,"35,063 kms",Petrol,Hatchback,1,"3,43,500"
2019 Maruti Baleno,manual,"31,918 kms",Petrol,Hatchback,1,"6,41,000"
2018 Hyundai i20,manual,"40,899 kms",Petrol,Hatchback,1,"5,99,000"
2017 Maruti Swift,manual,"18,219 kms",Petrol,Hatchback,1,"4,81,000"
2017 Maruti Wagon R,automatic,"22,125 kms",Petrol,Hatchback,1,"4,31,000"
2017 Hyundai Grand i10,manual,"54,347 kms",Petrol,Hatchback,1,"4,41,500"
2015 Hyundai i20,manual,"31,501 kms",Petrol,Hatchback,1,"4,26,000"
2015 Maruti Wagon R,manual,"69,515 kms",Petrol,Hatchback,1,"2,91,000"
2020 Maruti Baleno,manual,"23,635 kms",Petrol,Hatchback,1,"6,72,500"
2016 Maruti Alto 800,manual,"36,319 kms",Petrol,Hatchback,1,"2,67,000"
2013 Maruti Alto K10,manual,"55,787 kms",Petrol,Hatchback,1,"2,47,500"
2014 Tata Nano,manual,"28,936 kms",Petrol,Hatchback,1,"1,35,000"
2018 Maruti Wagon R,manual,"66,724 kms",Petrol,Hatchback,1,"3,90,000"
2015 Maruti Alto K10,manual,"19,829 kms",Petrol,Hatchback,1,"2,85,000"
2012 Maruti Alto 800,manual,"73,152 kms",Petrol,Hatchback,1,"1,75,000"
2014 Hyundai Grand i10,manual,"87,332 kms",Diesel,Hatchback,1,"2,75,000"
2013 Maruti Wagon R,manual,"81,660 kms",Petrol,Hatchback,1,"2,33,500"
2015 Mahindra KUV 100,manual,"26,698 kms",Petrol,Hatchback,1,"4,24,500"
2014 Honda Brio,manual,"77,805 kms",Petrol,Hatchback,1,"3,04,500"
2019 Tata Tiago,manual,"14,194 kms",Petrol,Hatchback,1,"4,72,500"
2013 Maruti Alto K10,manual,"1,15,865 kms",Petrol,Hatchback,1,"2,04,000"
2013 Honda Brio,manual,"72,731 kms",Petrol,Hatchback,1,"2,74,500"
2017 Maruti Wagon R,automatic,"55,893 kms",Petrol,Hatchback,1,"3,65,000"
2016 Maruti Swift,manual,"31,780 kms",Petrol,Hatchback,1,"4,27,500"
2016 Hyundai Grand i10,manual,"40,864 kms",Petrol,Hatchback,1,"4,10,000"
2016 Maruti Alto K10,manual,"13,768 kms",Petrol,Hatchback,1,"2,96,000"
2020 Maruti Wagon R,manual,"11,367 kms",Petrol,Hatchback,1,"5,33,500"
2013 Maruti Wagon R Stingray,manual,"61,873 kms",Petrol,Hatchback,1,"2,70,000"
2016 Maruti Celerio,manual,"33,409 kms",Petrol,Hatchback,1,"3,45,000"
2015 Maruti Wagon R,manual,"53,858 kms",Petrol,Hatchback,1,"3,15,500"
2013 Hyundai i10,manual,"41,062 kms",Petrol,Hatchback,1,"2,72,000"
2011 Maruti Wagon R,manual,"98,876 kms",Petrol,Hatchback,1,"2,18,500"
2012 Maruti Alto 800,manual,"82,047 kms",Petrol,Hatchback,1,"2,07,500"
2015 Maruti Alto K10,manual,"51,225 kms",Petrol,Hatchback,1,"3,05,000"
2017 Hyundai i20,manual,"36,375 kms",Petrol,Hatchback,1,"5,45,000"
2016 Datsun RediGO,manual,"60,957 kms",Petrol,Hatchback,1,"2,19,000"
2016 Maruti Wagon R,manual,"20,945 kms",Petrol,Hatchback,1,"3,43,000"
2015 Maruti Alto 800,manual,"19,757 kms",Petrol,Hatchback,1,"2,58,500"
2016 Volkswagen Polo,automatic,"79,991 kms",Petrol,Hatchback,1,"5,25,000"
2020 Maruti Alto,manual,"4,616 kms",Petrol,Hatchback,1,"3,86,500"
2019 Maruti Swift,manual,"15,891 kms",Petrol,Hatchback,1,"5,81,500"
2013 Hyundai i20,manual,"38,460 kms",Diesel,Hatchback,1,"3,39,500"
2015 Maruti Swift,manual,"22,847 kms",Petrol,Hatchback,1,"3,74,000"
2015 Honda Brio,manual,"38,249 kms",Petrol,Hatchback,1,"3,46,000"
2015 Hyundai Grand i10,manual,"1,02,144 kms",Petrol,Hatchback,1,"3,30,000"
2015 Maruti Alto 800,manual,"53,812 kms",Petrol,Hatchback,1,"2,25,000"
2017 Datsun RediGO,manual,"43,455 kms",Petrol,Hatchback,1,"2,40,000"
2012 Maruti Alto K10,manual,"39,758 kms",Petrol,Hatchback,1,"2,00,000"
2018 Maruti Swift,automatic,"27,050 kms",Petrol,Hatchback,1,"6,45,500"
2018 Maruti Alto 800,manual,"41,300 kms",CNG,Hatchback,1,"3,49,000"
2018 Hyundai i20,manual,"33,278 kms",Petrol,Hatchback,1,"5,47,500"
2015 Maruti Swift,manual,"72,844 kms",Diesel,Hatchback,1,"3,15,000"
2016 Maruti Baleno,automatic,"72,860 kms",Petrol,Hatchback,1,"5,17,000"
2015 Honda Jazz,manual,"1,17,102 kms",Diesel,Hatchback,1,"4,25,000"
2019 Renault KWID,manual,"18,941 kms",Petrol,Hatchback,1,"3,13,000"
2012 Hyundai i10,manual,"43,306 kms",Petrol,Hatchback,1,"2,49,000"
2020 Maruti Alto,manual,"4,258 kms",Petrol,Hatchback,1,"3,65,000"
2016 Hyundai i20,manual,"54,374 kms",Diesel,Hatchback,1,"4,75,000"
2015 Maruti Swift,manual,"55,289 kms",Petrol,Hatchback,1,"3,85,000"
2015 Hyundai i20,manual,"60,226 kms",Diesel,Hatchback,1,"4,70,000"
2016 Maruti Alto K10,manual,"59,872 kms",Petrol,Hatchback,1,"2,45,000"
2018 Renault KWID,manual,"10,287 kms",Petrol,Hatchback,1,"3,30,000"
2015 Hyundai Grand i10,manual,"78,045 kms",Petrol,Hatchback,1,"4,06,500"
2021 Renault KWID,automatic,"1,850 kms",Petrol,Hatchback,1,"5,03,000"
2014 Maruti Swift,manual,"23,816 kms",Petrol,Hatchback,1,"4,34,500"
2018 Maruti Alto K10,manual,"15,348 kms",Petrol,Hatchback,1,"3,44,500"
2019 Toyota Glanza,manual,"33,423 kms",Petrol,Hatchback,1,"7,46,000"
2021 Maruti S-Presso,manual,"3,230 kms",Petrol,Hatchback,1,"4,49,500"
2011 Maruti Alto K10,manual,"55,128 kms",Petrol,Hatchback,1,"1,72,000"
2018 Maruti Celerio,manual,"46,594 kms",Petrol,Hatchback,1,"3,72,500"
2015 Maruti Alto K10,automatic,"49,440 kms",Petrol,Hatchback,1,"2,98,500"
2015 Hyundai i20,manual,"52,510 kms",Petrol,Hatchback,1,"4,82,500"
2013 Maruti Swift,manual,"57,965 kms",Petrol,Hatchback,1,"3,47,000"
2013 Maruti Swift,manual,"23,936 kms",Petrol,Hatchback,1,"4,21,000"
2016 Hyundai i20,manual,"57,007 kms",Petrol,Hatchback,1,"4,95,000"
2015 Hyundai i20,manual,"1,00,107 kms",Petrol,Hatchback,1,"4,23,500"
2014 Hyundai i20,manual,"14,350 kms",Petrol,Hatchback,1,"4,58,000"
2015 Hyundai i20,manual,"1,26,403 kms",Diesel,Hatchback,1,"3,92,500"
2018 Hyundai i20,manual,"21,770 kms",Petrol,Hatchback,1,"6,05,000"
2013 Maruti Alto K10,manual,"60,309 kms",Petrol,Hatchback,1,"2,37,500"
2017 Maruti Baleno RS,manual,"25,121 kms",Petrol,Hatchback,1,"6,27,500"
2016 Maruti Wagon R,manual,"55,094 kms",Petrol,Hatchback,1,"3,15,000"
2017 Hyundai Grand i10,manual,"19,171 kms",Petrol,Hatchback,1,"5,12,000"
2020 Maruti Alto,manual,"6,519 kms",Petrol,Hatchback,1,"3,62,000"
2017 Maruti Alto 800,manual,"16,676 kms",Petrol,Hatchback,1,"2,75,000"
2012 Honda Brio,manual,"42,516 kms",Petrol,Hatchback,1,"2,52,000"
2012 Hyundai i20,manual,"54,554 kms",Petrol,Hatchback,1,"3,08,500"
2014 Maruti Swift,manual,"1,00,513 kms",Petrol,Hatchback,1,"3,74,500"
2016 Maruti Baleno,manual,"75,362 kms",Petrol,Hatchback,1,"5,16,000"
2016 Hyundai Grand i10,manual,"37,514 kms",Petrol,Hatchback,1,"4,11,000"
2020 Maruti Wagon R,manual,"12,556 kms",Petrol,Hatchback,1,"4,81,500"
2021 Maruti S-Presso,manual,"6,983 kms",CNG,Hatchback,1,"5,51,000"
2018 Hyundai Grand i10,manual,"12,697 kms",Petrol,Hatchback,1,"4,75,000"
2018 Maruti Wagon R,manual,"54,301 kms",Petrol,Hatchback,1,"4,09,500"
2020 Hyundai Grand i10,manual,"8,543 kms",Petrol,Hatchback,1,"5,50,000"
2018 Maruti Baleno,manual,"16,312 kms",Petrol,Hatchback,1,"7,17,000"
2018 Maruti Alto K10,manual,"21,108 kms",Petrol,Hatchback,1,"3,50,000"
2014 Honda Brio,manual,"13,188 kms",Petrol,Hatchback,1,"3,41,500"
2016 Maruti Celerio,manual,"85,346 kms",Petrol,Hatchback,1,"3,75,000"
2016 Maruti Wagon R,manual,"58,636 kms",Petrol,Hatchback,1,"3,32,000"
2020 Toyota Glanza,manual,"17,765 kms",Petrol,Hatchback,1,"7,80,000"
2015 Maruti Swift,manual,"53,119 kms",Petrol,Hatchback,1,"4,10,500"
2017 Hyundai Grand i10,manual,"56,479 kms",Petrol,Hatchback,1,"4,25,000"
2014 Toyota Etios Cross,manual,"77,158 kms",Diesel,Hatchback,1,"3,86,000"
2019 Maruti Alto 800,manual,"9,209 kms",Petrol,Hatchback,1,"3,28,000"
2018 Maruti Baleno,manual,"41,087 kms",Petrol,Hatchback,1,"5,29,000"
2015 Maruti Alto K10,manual,"81,198 kms",Petrol,Hatchback,1,"2,45,000"
2016 Maruti Wagon R,manual,"16,109 kms",Petrol,Hatchback,1,"3,33,000"
2015 Maruti Swift,manual,"51,617 kms",Diesel,Hatchback,1,"4,05,000"
2015 Volkswagen Polo,automatic,"35,986 kms",Petrol,Hatchback,1,"5,70,000"
2013 Maruti Swift,manual,"61,751 kms",Diesel,Hatchback,1,"3,05,000"
2018 Hyundai i20,automatic,"38,880 kms",Petrol,Hatchback,1,"7,25,000"
2019 Maruti Swift,manual,"30,947 kms",Petrol,Hatchback,1,"5,25,000"
2020 Maruti Alto 800,manual,"1,067 kms",Petrol,Hatchback,1,"3,70,000"
2014 Maruti Swift,manual,"60,893 kms",Petrol,Hatchback,1,"3,62,000"
2011 Toyota Etios Liva,manual,"1,19,767 kms",Petrol,Hatchback,1,"1,86,000"
2017 Maruti Alto K10,manual,"38,407 kms",Petrol,Hatchback,1,"3,29,500"
2011 Hyundai Santro Xing,manual,"26,916 kms",Petrol,Hatchback,1,"1,85,000"
2019 Maruti Alto 800,manual,"42,581 kms",Petrol,Hatchback,1,"3,15,000"
2014 Maruti Wagon R,manual,"42,378 kms",Petrol,Hatchback,1,"2,65,000"
2012 Hyundai i20,manual,"1,15,198 kms",Diesel,Hatchback,1,"2,50,000"
2016 Maruti Alto K10,automatic,"11,507 kms",Petrol,Hatchback,1,"3,42,000"
2018 Maruti Alto 800,manual,"26,099 kms",Petrol,Hatchback,1,"3,05,000"
2016 Maruti Alto 800,manual,"43,182 kms",Petrol,Hatchback,1,"2,30,000"
2016 Maruti Swift,manual,"1,06,491 kms",Diesel,Hatchback,1,"3,85,000"
2019 Maruti Wagon R,manual,"4,392 kms",Petrol,Hatchback,1,"5,05,000"
2017 Maruti Ignis,manual,"26,569 kms",Petrol,Hatchback,1,"4,55,000"
2015 Hyundai i20,manual,"75,747 kms",Diesel,Hatchback,1,"4,80,000"
2018 Hyundai i20,manual,"11,494 kms",Petrol,Hatchback,1,"6,72,500"
2017 Hyundai i20,manual,"59,840 kms",Diesel,Hatchback,1,"5,52,500"
2018 Maruti Ignis,manual,"19,818 kms",Petrol,Hatchback,1,"4,25,000"
2017 Maruti Swift,manual,"42,412 kms",Petrol,Hatchback,1,"4,30,000"
2018 Hyundai i20,manual,"54,802 kms",Petrol,Hatchback,1,"5,25,000"
2015 Hyundai Grand i10,manual,"35,542 kms",Petrol,Hatchback,1,"3,80,000"
2016 Honda Jazz,manual,"83,199 kms",Diesel,Hatchback,1,"4,50,000"
2016 Hyundai Grand i10,manual,"40,023 kms",Petrol,Hatchback,1,"4,34,500"
2015 Hyundai i20,manual,"1,17,342 kms",Diesel,Hatchback,1,"4,65,000"
2015 Hyundai Grand i10,manual,"74,994 kms",Petrol,Hatchback,1,"3,93,000"
2016 Maruti Swift,manual,"9,683 kms",Petrol,Hatchback,1,"4,70,000"
2015 Maruti Swift,manual,"1,14,230 kms",Diesel,Hatchback,1,"3,82,000"
2015 Maruti Wagon R,manual,"96,748 kms",Petrol,Hatchback,1,"2,89,000"
2013 Honda Brio,manual,"78,279 kms",Petrol,Hatchback,1,"2,80,000"
2016 Toyota Etios Liva,manual,"59,199 kms",Petrol,Hatchback,1,"3,75,000"
2018 Hyundai Grand i10,manual,"69,811 kms",Petrol,Hatchback,1,"4,40,000"
2019 Toyota Etios Liva,manual,"18,808 kms",Petrol,Hatchback,1,"6,20,000"
2018 Maruti Ignis,manual,"31,797 kms",Petrol,Hatchback,1,"4,78,000"
2015 Maruti Alto K10,manual,"4,960 kms",Petrol,Hatchback,1,"3,05,000"
2017 Hyundai Grand i10,manual,"23,000 kms",Petrol,Hatchback,1,"4,80,000"
2012 Hyundai i10,manual,"42,284 kms",Petrol,Hatchback,1,"2,32,500"
2016 Maruti Wagon R,manual,"60,793 kms",Petrol,Hatchback,1,"3,28,000"
2015 Maruti Baleno,manual,"49,335 kms",Petrol,Hatchback,1,"4,50,000"
2012 Hyundai i20,manual,"97,927 kms",Petrol,Hatchback,1,"3,00,000"
2013 Honda Brio,manual,"64,638 kms",Petrol,Hatchback,1,"2,95,000"
2016 Hyundai i20,manual,"64,390 kms",Diesel,Hatchback,1,"4,80,000"
2015 Hyundai i20,manual,"75,945 kms",Diesel,Hatchback,1,"4,35,000"
2011 Hyundai i10,manual,"1,02,145 kms",Petrol,Hatchback,1,"2,20,000"
2017 Maruti Swift,manual,"61,587 kms",Diesel,Hatchback,1,"4,35,000"
2012 Maruti Alto,manual,"28,136 kms",Petrol,Hatchback,1,"1,95,000"
2015 Maruti Swift,manual,"1,00,976 kms",Diesel,Hatchback,1,"3,70,000"
2015 Toyota Etios Liva,manual,"79,781 kms",Diesel,Hatchback,1,"3,51,000"
2011 Hyundai i20,manual,"38,356 kms",Petrol,Hatchback,1,"2,44,000"
2015 Maruti Swift,manual,"88,976 kms",Diesel,Hatchback,1,"3,05,000"
2018 Maruti Celerio,manual,"54,210 kms",Petrol,Hatchback,1,"3,80,000"
2017 Maruti Swift,manual,"49,177 kms",Petrol,Hatchback,1,"4,60,000"
2017 Maruti Alto 800,manual,"25,312 kms",Petrol,Hatchback,1,"2,70,000"
2015 Hyundai i20 Active,manual,"45,452 kms",Petrol,Hatchback,1,"4,60,000"
2015 Hyundai Grand i10,manual,"81,914 kms",Diesel,Hatchback,1,"3,01,500"
2018 Maruti Alto K10,manual,"16,023 kms",Petrol,Hatchback,1,"3,45,000"
2018 Maruti Swift,manual,"40,778 kms",Petrol,Hatchback,1,"5,20,000"
2017 Hyundai Grand i10,manual,"40,280 kms",Petrol,Hatchback,1,"4,65,000"
2017 Maruti Swift,manual,"61,579 kms",Diesel,Hatchback,1,"4,21,000"
2015 Maruti Swift,manual,"89,396 kms",Diesel,Hatchback,1,"3,75,000"
2017 Hyundai Grand i10,manual,"14,018 kms",Petrol,Hatchback,1,"5,05,000"
2016 Maruti Wagon R,manual,"1,15,748 kms",Petrol,Hatchback,1,"3,06,000"
2012 Maruti Swift,manual,"97,358 kms",Petrol,Hatchback,1,"3,05,000"
2011 Hyundai i10,manual,"1,25,811 kms",Petrol,Hatchback,1,"2,10,000"
2019 Renault KWID,manual,"29,196 kms",Petrol,Hatchback,1,"3,25,000"
2016 Hyundai i20,manual,"57,778 kms",Diesel,Hatchback,1,"5,22,000"
2018 Maruti Alto K10,manual,"38,317 kms",Petrol,Hatchback,1,"3,10,000"
2015 Hyundai Grand i10,manual,"65,649 kms",Petrol,Hatchback,1,"4,45,000"
2017 Hyundai i20,manual,"53,257 kms",Petrol,Hatchback,1,"5,40,000"
2016 Hyundai EON,manual,"39,912 kms",Petrol,Hatchback,1,"2,70,500"
2015 Maruti Baleno,manual,"79,174 kms",Diesel,Hatchback,1,"4,50,000"
2018 Hyundai Grand i10,manual,"8,314 kms",Petrol,Hatchback,1,"5,60,000"
2013 Maruti Ritz,manual,"1,07,809 kms",Diesel,Hatchback,1,"2,30,000"
2015 Maruti Alto 800,manual,"28,874 kms",Petrol,Hatchback,1,"2,30,000"
2019 Toyota Etios Liva,manual,"62,642 kms",Diesel,Hatchback,1,"6,50,000"
2013 Toyota Etios Liva,manual,"1,08,523 kms",Diesel,Hatchback,1,"3,05,000"
2017 Ford Figo,manual,"76,998 kms",Diesel,Hatchback,1,"3,62,000"
2014 Maruti Swift,manual,"90,242 kms",Diesel,Hatchback,1,"3,50,000"
2011 Hyundai i20,manual,"49,145 kms",Petrol,Hatchback,1,"2,29,500"
2017 Maruti Ignis,manual,"39,535 kms",Petrol,Hatchback,1,"5,49,000"
2020 Maruti Baleno,manual,"13,393 kms",Petrol,Hatchback,1,"5,64,000"
2020 Maruti S-Presso,manual,"9,126 kms",CNG,Hatchback,1,"4,80,000"
2018 Hyundai i20,manual,"66,354 kms",Petrol,Hatchback,1,"6,30,000"
2016 Honda Jazz,automatic,"58,057 kms",Petrol,Hatchback,1,"5,63,500"
2013 Maruti Swift,manual,"99,877 kms",Diesel,Hatchback,1,"3,30,000"
2019 Tata Tiago,manual,"63,463 kms",Diesel,Hatchback,1,"4,85,000"
2017 Hyundai i20,manual,"73,013 kms",Diesel,Hatchback,1,"6,25,000"
2016 Maruti Swift,manual,"60,637 kms",Diesel,Hatchback,1,"3,95,000"
2019 Maruti Alto 800,manual,"19,551 kms",Petrol,Hatchback,1,"3,30,000"
2015 Hyundai i20 Active,manual,"43,849 kms",Diesel,Hatchback,1,"4,45,000"
2013 Maruti Swift,manual,"55,539 kms",Diesel,Hatchback,1,"2,90,000"
2018 Maruti Baleno,manual,"49,177 kms",Petrol,Hatchback,1,"5,22,000"
2015 Maruti Baleno,manual,"63,529 kms",Diesel,Hatchback,1,"5,00,000"
2018 Hyundai Santro,manual,"1,117 kms",Petrol,Hatchback,1,"4,40,000"
2015 Maruti Baleno,automatic,"61,931 kms",Petrol,Hatchback,1,"5,00,000"
2014 Hyundai i20,manual,"54,576 kms",Diesel,Hatchback,1,"4,30,000"
2016 Maruti Alto K10,manual,"61,562 kms",Petrol,Hatchback,1,"2,85,000"
2016 Hyundai i20,manual,"1,34,486 kms",Diesel,Hatchback,1,"4,75,000"
2019 Volkswagen Polo,manual,"8,763 kms",Petrol,Hatchback,1,"5,25,000"
2020 Maruti Baleno,manual,"4,245 kms",Petrol,Hatchback,1,"5,75,000"
2013 Maruti Swift,manual,"74,496 kms",Diesel,Hatchback,1,"2,60,000"
2017 Maruti Ignis,manual,"42,527 kms",Petrol,Hatchback,1,"5,00,000"
2017 Maruti Ignis,manual,"23,615 kms",Petrol,Hatchback,1,"4,49,000"
2019 Tata Tiago,manual,"7,231 kms",Petrol,Hatchback,1,"5,20,000"
