Car Name,Transmission,Kilometers Run,Fuel Type,Body Type,Previous Owners,Price
2009 Toyota Corolla Altis,manual,"80,391 kms",Petrol,Sedan,1,"2,50,001"
2018 Mercedes-Benz New C-Class,automatic,"14,000 kms",Petrol,Sedan,1,"34,90,000"
2018 Volkswagen Vento,manual,"25,533 kms",Petrol,Sedan,1,"8,50,000"
2009 Honda City,manual,"1,07,879 kms",Petrol,Sedan,1,"2,70,000"
2014 Hyundai Verna,automatic,"49,000 kms",Diesel,Sedan,1,"5,65,000"
2013 Hyundai Verna,manual,"92,600 kms",Diesel,Sedan,1,"4,50,000"
2009 Honda City,manual,"58,699 kms",Petrol,Sedan,1,"2,85,000"
2014 Honda City,manual,"64,555 kms",Diesel,Sedan,1,"5,70,000"
2011 Honda City,manual,"81,317 kms",Petrol,Sedan,1,"3,30,000"
2012 BMW 3 Series,automatic,"69,000 kms",Diesel,Sedan,1,"9,51,000"
2012 Audi A6,automatic,"60,000 kms",Diesel,Sedan,1,"10,50,000"
2012 Audi A7,automatic,"76,000 kms",Diesel,Sedan,1,"15,00,000"
2016 Ford Figo Aspire,manual,"22,048 kms",Petrol,Sedan,1,"5,50,000"
2015 Skoda Rapid,manual,"79,853 kms",Petrol,Sedan,1,"5,40,000"
2017 Toyota Corolla Altis,manual,"57,862 kms",Petrol,Sedan,1,"12,25,000"
2010 Skoda Superb,automatic,"31,000 kms",Petrol,Sedan,1,"4,45,000"
2014 Nissan Sunny,manual,"48,086 kms",Diesel,Sedan,1,"3,49,000"
2015 Skoda Rapid,manual,"77,561 kms",Petrol,Sedan,1,"5,00,000"
2016 Honda City,manual,"63,000 kms",Petrol,Sedan,1,"6,75,000"
2021 Mercedes-Benz E-Class,automatic,"12,000 kms",Diesel,Sedan,1,"64,50,000"
2020 Maruti Swift Dzire,manual,"7,700 kms",Petrol,Sedan,1,"7,40,000"
2007 Maruti Esteem,manual,"73,700 kms",Petrol,Sedan,1,"91,000"
2017 Maruti Ciaz,manual,"81,200 kms",Petrol,Sedan,1,"7,25,000"
2018 Maruti Ciaz,manual,"68,563 kms",Diesel,Sedan,1,"8,25,000"
2016 Maruti Ciaz,manual,"79,805 kms",Petrol,Sedan,1,"6,75,000"
2016 Toyota Corolla Altis,manual,"59,000 kms",Petrol,Sedan,1,"10,50,000"
2013 Honda Amaze,manual,"89,000 kms",Petrol,Sedan,1,"3,50,000"
2016 Maruti Ciaz,manual,"68,207 kms",Petrol,Sedan,1,"6,25,000"
2018 Tata Tigor,manual,"11,109 kms",Petrol,Sedan,2,"4,96,500"
2014 Hyundai Verna,manual,"1,32,231 kms",Petrol,Sedan,2,"4,81,000"
2013 Honda Amaze,manual,"82,518 kms",Diesel,Sedan,2,"2,50,000"
2016 Honda Amaze,manual,"38,759 kms",Petrol,Sedan,2,"4,17,000"
2013 Honda City,manual,"60,291 kms",Petrol,Sedan,2,"4,18,000"
2017 Maruti Ciaz,manual,"40,961 kms",Diesel,Sedan,2,"5,33,000"
2013 Maruti Swift Dzire,manual,"60,771 kms",Petrol,Sedan,2,"3,21,500"
2011 Volkswagen Vento,manual,"1,09,338 kms",Petrol,Sedan,2,"2,65,000"
2017 Maruti Ciaz,manual,"35,958 kms",Diesel,Sedan,2,"5,40,000"
2015 Hyundai Xcent,automatic,"62,629 kms",Petrol,Sedan,2,"4,09,500"
2014 Maruti Swift Dzire,manual,"65,567 kms",Petrol,Sedan,2,"3,80,000"
2012 Maruti Swift Dzire,automatic,"96,230 kms",Petrol,Sedan,2,"3,30,000"
2013 Toyota Corolla Altis,manual,"96,350 kms",Diesel,Sedan,2,"5,50,000"
2015 Maruti Swift Dzire,automatic,"64,390 kms",Diesel,Sedan,2,"4,75,000"
2013 Mahindra XUV500,manual,"50,000 kms",Diesel,Sedan,2,"7,00,000"
2017 Renault KWID,automatic,"12,500 kms",Petrol,Sedan,2,"3,20,000"
2016 Maruti Vitara Brezza,manual,"55,518 kms",Diesel,Sedan,2,"6,76,000"
2011 Fiat Linea,manual,"55,298 kms",Petrol,Sedan,2,"1,58,000"
2019 Mercedes-Benz V-Class,automatic,"16,500 kms",Diesel,Sedan,2,"78,00,000"
2014 Jaguar XF,automatic,"70,000 kms",Diesel,Sedan,2,"18,75,000"
2015 Honda City,manual,"98,457 kms",Diesel,Sedan,2,"5,20,000"
2016 Maruti Ciaz,manual,"49,231 kms",Diesel,Sedan,2,"4,76,000"
2014 Maruti Ciaz,manual,"65,860 kms",Diesel,Sedan,2,"4,75,000"
2014 Honda City,manual,"1,04,585 kms",Diesel,Sedan,2,"4,25,000"
2015 Maruti Swift Dzire,manual,"83,833 kms",Diesel,Sedan,2,"3,96,000"
2014 Honda Amaze,manual,"68,491 kms",Diesel,Sedan,2,"3,20,000"
2011 Maruti SX4,manual,"62,000 kms",Petrol,Sedan,2,"2,25,000"
2012 Toyota Corolla Altis,manual,"1,36,481 kms",Diesel,Sedan,2,"4,55,555"
2011 Toyota Etios,manual,"67,000 kms",Petrol,Sedan,2,"2,75,000"
2012 Nissan Sunny,manual,"67,000 kms",Petrol,Sedan,2,"2,75,000"
2011 Honda City,manual,"39,000 kms",Petrol,Sedan,2,"3,30,000"
2012 Audi A6,automatic,"59,000 kms",Petrol,Sedan,2,"13,50,000"
2015 BMW 3 Series,automatic,"52,000 kms",Diesel,Sedan,2,"14,90,000"
2014 Audi A4,automatic,"76,000 kms",Diesel,Sedan,2,"13,49,000"
2014 Mercedes-Benz S-Class,automatic,"10,000 kms",Diesel,Sedan,2,"51,00,000"
2011 Volkswagen Vento,manual,"63,000 kms",Petrol,Sedan,2,"2,65,000"
2007 Maruti SX4,manual,"73,000 kms",Petrol,Sedan,2,"1,35,000"
2010 Audi A4,automatic,"90,000 kms",Diesel,Sedan,2,"6,95,000"
2012 Honda City,manual,"71,000 kms",Petrol,Sedan,2,"3,85,000"
2011 Toyota Corolla Altis,manual,"70,000 kms",Petrol,Sedan,2,"4,25,000"
2008 Honda Accord,automatic,"1,10,000 kms",Petrol,Sedan,2,"2,59,999"
2014 Mercedes-Benz E-Class,automatic,"60,000 kms",Petrol,Sedan,2,"18,50,000"
2014 Jaguar XJ,automatic,"57,000 kms",Diesel,Sedan,2,"32,50,000"
2011 Audi A4,automatic,"63,000 kms",Petrol,Sedan,2,"10,50,000"
2012 Audi A6,automatic,"53,000 kms",Diesel,Sedan,2,"11,50,000"
2014 Maruti Swift Dzire,manual,"63,000 kms",Petrol,Sedan,2,"4,49,000"
2011 Hyundai Verna,manual,"58,158 kms",Petrol,Sedan,2,"3,45,000"
2011 Skoda Superb,automatic,"70,000 kms",Petrol,Sedan,2,"4,50,000"
2015 Honda City,manual,"80,00,000 kms",Petrol,Sedan,2,"5,25,000"
2016 Audi A4,automatic,"49,200 kms",Diesel,Sedan,2,"16,50,000"
2015 Chevrolet Cruze,automatic,"60,200 kms",Diesel,Sedan,2,"5,85,000"
2016 Hyundai Elantra,automatic,"46,200 kms",Diesel,Sedan,2,"10,90,000"
2016 Maruti Swift Dzire,manual,"68,000 kms",Petrol,Sedan,2,"4,65,000"
2014 Audi A4,automatic,"69,000 kms",Diesel,Sedan,2,"12,45,000"
2017 Mercedes-Benz New C-Class,automatic,"6,900 kms",Petrol,Sedan,2,"34,90,000"
2012 Volkswagen Vento,manual,"70,000 kms",Diesel,Sedan,2,"3,50,000"
2014 Honda Amaze,manual,"1,00,000 kms",Petrol,Sedan,2,"3,10,000"
2016 Hyundai Xcent,manual,"1,20,000 kms",Petrol,Sedan,2,"2,80,000"
2009 Honda City,automatic,"90,000 kms",Petrol,Sedan,2,"3,50,000"
2014 Maruti Ciaz,manual,"40,000 kms",Petrol,Sedan,2,"4,75,000"
2016 Maruti Swift Dzire,manual,"80,000 kms",Petrol,Sedan,2,"4,20,000"
2011 Honda City,manual,"1,10,000 kms",Petrol,Sedan,2,"2,84,256"
2016 Maruti Ciaz,manual,"1,20,000 kms",Diesel,Sedan,2,"6,00,000"
2008 Honda City,manual,"70,000 kms",Petrol,Sedan,2,"1,35,000"
2015 Honda Amaze,manual,"35,000 kms",Petrol,Sedan,2,"4,25,000"
2012 Toyota Etios,manual,"60,000 kms",Diesel,Sedan,2,"2,25,000"
2015 Skoda Rapid,manual,"60,000 kms",Petrol,Sedan,2,"4,00,000"
2012 Mercedes-Benz New C-Class,automatic,"50,000 kms",Petrol,Sedan,2,"13,00,000"
2007 Honda Civic,automatic,"90,000 kms",Petrol,Sedan,2,"1,30,000"
2013 Maruti Swift Dzire,manual,"90,000 kms",Diesel,Sedan,2,"3,35,000"
2013 Honda Amaze,manual,"65,000 kms",Diesel,Sedan,2,"2,55,000"
2013 Maruti Swift Dzire,manual,"40,000 kms",Petrol,Sedan,2,"3,60,000"
2011 Maruti Swift Dzire,manual,"1,20,000 kms",Diesel,Sedan,2,"1,90,000"
2012 BMW 5 Series,automatic,"57,000 kms",Diesel,Sedan,2,"8,50,000"
2016 Maruti Ciaz,manual,"1,20,000 kms",Diesel,Sedan,2,"5,80,000"
2008 Maruti SX4,manual,"1,00,000 kms",Petrol,Sedan,2,"1,95,000"
2007 Honda City,automatic,"1,18,000 kms",Petrol,Sedan,2,"1,80,000"
2011 Toyota Etios,manual,"80,000 kms",Petrol,Sedan,2,"2,20,000"
2010 Tata Indigo,manual,"50,000 kms",Diesel,Sedan,2,"1,50,000"
2007 Honda Civic,manual,"70,000 kms",Petrol,Sedan,2,"1,40,000"
2011 Volkswagen Vento,manual,"80,000 kms",Petrol,Sedan,2,"2,30,000"
2011 Volkswagen Vento,manual,"1,38,000 kms",Diesel,Sedan,2,"2,50,000"
2012 Maruti Swift Dzire,manual,"90,000 kms",Petrol,Sedan,2,"2,70,000"
2013 Audi A6,automatic,"60,000 kms",Diesel,Sedan,2,"16,00,000"
2010 Maruti SX4,manual,"60,000 kms",Petrol,Sedan,2,"2,00,000"
2008 Skoda New Laura,manual,"74,000 kms",Diesel,Sedan,2,"1,25,000"
2011 Volkswagen Vento,manual,"1,16,500 kms",Diesel,Sedan,2,"2,40,000"
2005 Honda City,manual,"1,20,000 kms",Petrol,Sedan,2,"80,000"
2016 Tata Zest,manual,"58,500 kms",Diesel,Sedan,2,"3,42,000"
2011 Honda City,manual,"65,000 kms",Petrol,Sedan,2,"3,10,800"
2011 Honda Civic,automatic,"74,005 kms",Petrol,Sedan,2,"3,64,000"
2013 Mercedes-Benz E-Class,automatic,"94,000 kms",Diesel,Sedan,2,"9,90,000"
2009 Hyundai Sonata,manual,"65,000 kms",Petrol,Sedan,2,"2,99,004"
2013 Audi A4,automatic,"18,000 kms",Diesel,Sedan,2,"13,50,000"
2010 Mercedes-Benz New C-Class,automatic,"51,000 kms",Diesel,Sedan,2,"6,99,007"
2012 Audi A6,automatic,"1,03,000 kms",Diesel,Sedan,2,"10,49,000"
2010 Skoda Superb,automatic,"40,000 kms",Petrol,Sedan,2,"4,10,006"
2010 Volkswagen Vento,automatic,"65,000 kms",Petrol,Sedan,2,"2,85,007"
2016 Mercedes-Benz E-Class,automatic,"74,000 kms",Petrol,Sedan,2,"24,90,000"
2013 Honda City,manual,"41,000 kms",Petrol,Sedan,2,"4,45,000"
2014 Toyota Corolla Altis,automatic,"68,000 kms",Petrol,Sedan,2,"7,99,000"
2013 Honda Amaze,manual,"65,000 kms",Diesel,Sedan,2,"3,75,000"
2019 Mercedes-Benz E-Class,automatic,"42,567 kms",Diesel,Sedan,2,"49,00,000"
2012 Aston Martin Rapide,automatic,"20,687 kms",Petrol,Sedan,2,"87,50,000"
2009 Honda City,automatic,"62,000 kms",Petrol,Sedan,2,"2,90,000"
2012 Audi A6,automatic,"59,000 kms",Petrol,Sedan,2,"13,90,000"
2016 Toyota Corolla Altis,automatic,"80,000 kms",Petrol,Sedan,2,"10,75,000"
2013 Skoda Superb,automatic,"88,000 kms",Petrol,Sedan,2,"5,25,000"
2016 Mercedes-Benz CLA,automatic,"61,000 kms",Diesel,Sedan,2,"18,75,000"
2017 Mercedes-Benz CLA,automatic,"52,001 kms",Diesel,Sedan,2,"22,90,000"
2017 Hyundai Xcent,manual,"56,000 kms",CNG,Sedan,2,"3,45,000"
2014 Hyundai Xcent,manual,"68,000 kms",Petrol,Sedan,2,"3,50,000"
2014 Honda City,manual,"55,000 kms",Petrol,Sedan,2,"5,25,000"
2013 Volkswagen Vento,manual,"59,000 kms",Petrol,Sedan,2,"3,45,000"
2018 Mercedes-Benz CLA,automatic,"50,000 kms",Diesel,Sedan,2,"24,25,000"
2011 BMW 5 Series,automatic,"99,000 kms",Diesel,Sedan,2,"9,50,000"
2010 Honda City,manual,"1,24,000 kms",Petrol,Sedan,2,"2,95,000"
2009 Maruti Swift Dzire,manual,"62,000 kms",Petrol,Sedan,2,"1,55,000"
2019 Audi A5,automatic,"18,000 kms",Diesel,Sedan,2,"41,00,000"
2011 Skoda Superb,automatic,"67,000 kms",Petrol,Sedan,2,"3,60,000"
2009 Honda City,manual,"65,823 kms",Petrol,Sedan,2,"2,75,000"
2015 Audi A6,automatic,"49,000 kms",Diesel,Sedan,2,"14,50,000"
2014 Mercedes-Benz New C-Class,automatic,"94,000 kms",Diesel,Sedan,2,"21,50,000"
2010 Volkswagen Vento,manual,"56,500 kms",Petrol,Sedan,2,"2,10,000"
2013 BMW 3 Series,automatic,"92,000 kms",Diesel,Sedan,2,"9,00,000"
2012 Honda City,automatic,"97,418 kms",Petrol,Sedan,2,"4,15,000"
2012 Skoda Superb,automatic,"85,000 kms",Petrol,Sedan,2,"4,90,000"
2014 Honda City,manual,"65,000 kms",Petrol,Sedan,2,"5,25,000"
2009 Honda City,manual,"62,000 kms",Petrol,Sedan,2,"2,49,000"
2010 Honda Civic,manual,"59,000 kms",Petrol,Sedan,2,"3,20,000"
2011 Chevrolet Cruze,automatic,"96,267 kms",Diesel,Sedan,2,"4,02,000"
2015 BMW 5 Series,automatic,"99,000 kms",Diesel,Sedan,2,"19,50,000"
2011 Maruti SX4,manual,"68,000 kms",CNG,Sedan,2,"2,45,000"
2014 Honda City,manual,"63,000 kms",Petrol,Sedan,2,"5,65,000"
2009 Honda City,manual,"90,000 kms",Petrol,Sedan,2,"2,22,222"
2014 Maruti Swift Dzire,manual,"52,000 kms",Petrol,Sedan,2,"4,25,000"
2014 Honda City,manual,"75,000 kms",Diesel,Sedan,2,"4,90,000"
2015 Mercedes-Benz E-Class,automatic,"25,007 kms",Petrol,Sedan,2,"75,00,000"
2011 Toyota Corolla Altis,manual,"69,000 kms",Petrol,Sedan,2,"3,90,000"
2015 Hyundai Elantra,automatic,"81,000 kms",Petrol,Sedan,2,"6,50,000"
2016 Maruti Ciaz,manual,"67,000 kms",Diesel,Sedan,2,"5,75,000"
2014 Honda Amaze,manual,"50,000 kms",Petrol,Sedan,2,"3,65,000"
2011 Toyota Camry,manual,"1,11,000 kms",Petrol,Sedan,2,"5,50,000"
2016 Maruti Ciaz,manual,"58,000 kms",Petrol,Sedan,2,"5,95,000"
2016 Honda Amaze,manual,"21,000 kms",Petrol,Sedan,2,"4,77,777"
2014 Honda City,manual,"65,000 kms",Diesel,Sedan,2,"4,25,000"
2017 Maruti Swift Dzire,automatic,"20,000 kms",Petrol,Sedan,2,"6,75,000"
2012 Renault Fluence,manual,"1,17,000 kms",Diesel,Sedan,2,"3,50,000"
2012 BMW 5 Series,automatic,"56,000 kms",Diesel,Sedan,2,"10,90,000"
2015 Volkswagen Vento,automatic,"78,000 kms",Diesel,Sedan,2,"5,25,001"
2011 Volkswagen Vento,manual,"1,25,000 kms",Diesel,Sedan,2,"2,22,222"
2013 BMW 3 Series,automatic,"57,241 kms",Diesel,Sedan,2,"14,77,777"
2014 Ford Fiesta,manual,"1,19,000 kms",Diesel,Sedan,2,"2,22,222"
2013 BMW 5 Series,automatic,"43,000 kms",Diesel,Sedan,2,"15,50,000"
2014 Skoda Superb,automatic,"65,000 kms",Diesel,Sedan,2,"9,99,999"
2014 BMW 3 Series,automatic,"95,000 kms",Diesel,Sedan,2,"17,00,000"
2013 Jaguar XF,automatic,"67,000 kms",Diesel,Sedan,2,"15,00,000"
2015 Mercedes-Benz CLA,automatic,"66,000 kms",Diesel,Sedan,2,"19,75,000"
2012 BMW 5 Series,automatic,"1,03,000 kms",Diesel,Sedan,2,"10,00,000"
2017 Maruti Swift Dzire,manual,"20,000 kms",Petrol,Sedan,2,"6,85,000"
2012 Skoda Superb,automatic,"69,000 kms",Petrol,Sedan,2,"6,35,000"
2011 Toyota Etios,manual,"86,329 kms",Petrol,Sedan,2,"2,05,000"
2013 Audi A6,automatic,"99,000 kms",Diesel,Sedan,2,"14,25,000"
2012 Jaguar XJ,automatic,"79,000 kms",Diesel,Sedan,2,"23,75,000"
2016 Maruti Ciaz,manual,"54,000 kms",Diesel,Sedan,2,"6,40,000"
2009 BMW 5 Series,automatic,"69,123 kms",Petrol,Sedan,2,"5,99,655"
2008 Maruti SX4,manual,"65,200 kms",Petrol,Sedan,2,"1,49,999"
2016 Hyundai Creta,manual,"80,895 kms",Petrol,SUV,1,"8,69,500"
2017 Maruti SX4 S Cross,manual,"98,771 kms",Diesel,SUV,1,"6,75,500"
2014 Renault Duster,manual,"65,195 kms",Diesel,SUV,1,"3,75,000"
2019 Kia Seltos,manual,"20,114 kms",Petrol,SUV,1,"10,50,000"
2019 Hyundai Creta,manual,"41,422 kms",Petrol,SUV,1,"12,36,500"
2016 Hyundai Creta,manual,"35,461 kms",Petrol,SUV,1,"8,78,000"
2016 Hyundai Creta,manual,"93,351 kms",Petrol,SUV,1,"8,76,000"
2019 Hyundai Venue,automatic,"25,255 kms",Petrol,SUV,1,"9,99,000"
2016 Renault Duster,automatic,"72,273 kms",Diesel,SUV,1,"6,20,000"
2017 Hyundai Creta,manual,"33,330 kms",Petrol,SUV,1,"10,49,000"
2018 Hyundai Creta,manual,"65,766 kms",Diesel,SUV,1,"8,95,000"
2017 Mahindra KUV 100,manual,"81,746 kms",Diesel,SUV,1,"3,50,000"
2016 Hyundai Creta,manual,"22,442 kms",Petrol,SUV,1,"7,50,000"
2016 Mahindra XUV500,manual,"1,08,001 kms",Diesel,SUV,1,"9,80,000"
2005 Toyota Innova,manual,"1,80,000 kms",Petrol,SUV,1,"3,00,000"
2009 Hyundai i10,manual,"40,000 kms",Petrol,SUV,1,"2,00,000"
2012 Mercedes-Benz E-Class,automatic,"78,000 kms",Diesel,SUV,1,"8,90,000"
2015 Mercedes-Benz M-Class,automatic,"87,000 kms",Diesel,SUV,1,"25,50,000"
2013 Toyota Innova,manual,"1,45,449 kms",Diesel,SUV,1,"5,50,000"
2008 Toyota Corolla Altis,automatic,"1,15,518 kms",Petrol,SUV,1,"2,23,000"
2019 Hyundai Venue,automatic,"21,474 kms",Petrol,SUV,1,"10,30,000"
2019 Honda WR-V,manual,"15,062 kms",Petrol,SUV,1,"8,57,000"
2015 Ford Ecosport,automatic,"77,046 kms",Petrol,SUV,1,"5,50,000"
2020 Maruti Vitara Brezza,manual,"4,486 kms",Petrol,SUV,1,"10,24,000"
2019 Mahindra XUV500,manual,"45,149 kms",Diesel,SUV,1,"11,45,000"
2019 Mahindra XUV500,manual,"59,803 kms",Diesel,SUV,1,"11,35,000"
2016 Maruti Vitara Brezza,manual,"77,552 kms",Diesel,SUV,1,"5,40,000"
2018 Maruti Vitara Brezza,automatic,"76,719 kms",Diesel,SUV,1,"8,55,000"
2016 Ford Ecosport,manual,"94,151 kms",Diesel,SUV,1,"4,60,000"
2019 Hyundai Venue,automatic,"22,213 kms",Petrol,SUV,1,"10,77,500"
2020 Maruti Vitara Brezza,manual,"27,675 kms",Petrol,SUV,1,"8,90,000"
2016 Hyundai Creta,automatic,"90,704 kms",Diesel,SUV,1,"8,50,000"
2012 Renault Duster,manual,"1,37,057 kms",Diesel,SUV,1,"2,85,000"
2016 Mahindra TUV 300,automatic,"49,860 kms",Diesel,SUV,1,"5,80,000"
2016 Maruti Vitara Brezza,manual,"96,632 kms",Diesel,SUV,1,"5,70,000"
2015 Mahindra Scorpio,manual,"61,231 kms",Diesel,SUV,1,"8,99,000"
2019 Maruti Vitara Brezza,manual,"37,613 kms",Diesel,SUV,1,"8,10,000"
2018 Maruti SX4 S Cross,manual,"31,812 kms",Diesel,SUV,1,"8,00,000"
2019 Hyundai Venue,manual,"54,485 kms",Diesel,SUV,1,"9,25,000"
2017 Maruti Vitara Brezza,manual,"58,811 kms",Diesel,SUV,1,"6,60,000"
2016 Hyundai Creta,manual,"89,346 kms",Diesel,SUV,1,"8,25,000"
2015 Ford Ecosport,manual,"84,943 kms",Diesel,SUV,1,"5,00,000"
2016 Hyundai Creta,manual,"73,559 kms",Petrol,SUV,1,"8,75,000"
2017 Ford Ecosport,manual,"59,404 kms",Diesel,SUV,1,"6,01,000"
2015 Mahindra XUV500,manual,"1,04,396 kms",Diesel,SUV,1,"6,45,000"
2017 Honda WR-V,manual,"63,878 kms",Petrol,SUV,1,"5,75,000"
2018 Maruti Vitara Brezza,manual,"45,056 kms",Diesel,SUV,1,"6,80,000"
2016 Maruti Vitara Brezza,manual,"1,16,113 kms",Diesel,SUV,1,"5,80,000"
2017 Ford Ecosport,manual,"48,956 kms",Petrol,SUV,1,"6,25,000"
2016 Maruti Vitara Brezza,manual,"1,25,683 kms",Diesel,SUV,1,"5,99,000"
2014 Mahindra Thar,manual,"45,495 kms",Diesel,SUV,1,"4,25,000"
2015 Ford Ecosport,manual,"87,208 kms",Diesel,SUV,1,"4,80,000"
2016 Ford Ecosport,manual,"1,06,698 kms",Diesel,SUV,1,"5,01,000"
2014 Ford Ecosport,manual,"1,03,627 kms",Diesel,SUV,1,"4,40,000"
2015 Ford Ecosport,manual,"66,446 kms",Diesel,SUV,1,"4,93,500"
2017 Ford Ecosport,manual,"83,892 kms",Diesel,SUV,1,"5,40,000"
2016 Mahindra KUV 100,manual,"57,054 kms",Diesel,SUV,1,"3,91,500"
2019 Mahindra XUV300,manual,"91,793 kms",Diesel,SUV,1,"9,00,000"
2015 Ford Ecosport,manual,"36,775 kms",Diesel,SUV,1,"5,40,000"
2013 Ford Ecosport,manual,"71,054 kms",Diesel,SUV,1,"4,35,000"
2014 Ford Ecosport,manual,"85,420 kms",Diesel,SUV,1,"4,65,000"
2017 Ford Ecosport,manual,"78,848 kms",Diesel,SUV,1,"6,20,000"
2017 Maruti Vitara Brezza,manual,"82,513 kms",Diesel,SUV,1,"6,79,000"
2019 Hyundai Venue,manual,"58,336 kms",Diesel,SUV,1,"9,25,000"
2017 Maruti Vitara Brezza,manual,"32,683 kms",Diesel,SUV,1,"5,82,000"
2017 Maruti Vitara Brezza,manual,"80,143 kms",Diesel,SUV,1,"6,70,000"
2017 Maruti Vitara Brezza,manual,"33,562 kms",Diesel,SUV,1,"7,15,000"
2017 Mahindra Thar,manual,"41,613 kms",Diesel,SUV,1,"7,87,000"
2016 Ford Ecosport,manual,"85,902 kms",Diesel,SUV,1,"5,25,000"
2017 Maruti Vitara Brezza,manual,"70,473 kms",Diesel,SUV,1,"5,80,500"
2018 Hyundai Creta,manual,"55,749 kms",Diesel,SUV,1,"8,54,500"
2017 Hyundai Creta,manual,"32,571 kms",Diesel,SUV,1,"9,20,000"
2020 MG Hector,automatic,"10,023 kms",Petrol,SUV,1,"14,18,500"
2019 Hyundai Venue,automatic,"44,540 kms",Petrol,SUV,1,"9,12,000"
2021 Hyundai Venue,manual,"11,501 kms",Petrol,SUV,1,"10,21,000"
2016 Hyundai Creta,manual,"68,658 kms",Diesel,SUV,1,"8,07,500"
2016 Mahindra TUV 300,automatic,"86,927 kms",Diesel,SUV,1,"5,40,000"
2017 Hyundai Creta,automatic,"51,933 kms",Diesel,SUV,1,"9,20,000"
2018 Maruti Vitara Brezza,automatic,"37,901 kms",Diesel,SUV,1,"8,15,000"
2017 Maruti Vitara Brezza,manual,"71,899 kms",Diesel,SUV,1,"6,50,000"
2015 Hyundai Creta,manual,"1,19,175 kms",Diesel,SUV,1,"8,00,000"
2016 Maruti Vitara Brezza,manual,"80,291 kms",Diesel,SUV,1,"5,95,000"
2013 Mercedes-Benz M-Class,automatic,"58,000 kms",Diesel,SUV,1,"16,50,000"
2018 Hyundai Tucson,automatic,"55,000 kms",Diesel,SUV,1,"18,50,000"
2014 Mahindra XUV500,manual,"55,000 kms",Diesel,SUV,1,"5,25,000"
2017 Maruti Vitara Brezza,manual,"42,325 kms",Diesel,SUV,1,"7,00,000"
2020 Jaguar F-Pace,automatic,"17,000 kms",Petrol,SUV,1,"54,00,000"
2021 Hyundai Alcazar,automatic,"1,200 kms",Diesel,SUV,1,"22,00,000"
2018 Hyundai Creta,manual,"68,000 kms",Diesel,SUV,1,"9,49,999"
2020 Hyundai Creta,automatic,"7,000 kms",Petrol,SUV,1,"19,00,000"
2021 Mahindra Thar,automatic,"9,500 kms",Petrol,SUV,1,"17,27,000"
2013 Land Rover Range Rover Evoque,automatic,"75,000 kms",Diesel,SUV,1,"21,50,000"
2015 Hyundai Creta,manual,"75,000 kms",Diesel,SUV,1,"7,99,000"
2016 Maruti Vitara Brezza,manual,"68,000 kms",Diesel,SUV,1,"6,80,000"
2020 Kia Seltos,manual,"25,000 kms",Diesel,SUV,1,"13,75,000"
2019 Mahindra XUV300,manual,"49,000 kms",Diesel,SUV,1,"8,75,000"
2018 Ford Endeavour,automatic,"16,000 kms",Diesel,SUV,1,"27,92,000"
2018 Audi Q3,automatic,"35,000 kms",Petrol,SUV,1,"28,52,000"
2018 Hyundai Creta,automatic,"40,000 kms",Diesel,SUV,1,"13,75,000"
2020 Tata Nexon,manual,"25,000 kms",Petrol,SUV,1,"10,50,000"
2014 Renault Duster,manual,"88,000 kms",Diesel,SUV,1,"4,45,000"
2019 Mercedes-Benz GLC,automatic,"38,000 kms",Diesel,SUV,1,"43,95,000"
2020 Land Rover Range Rover Evoque,automatic,"35,000 kms",Diesel,SUV,1,"42,00,000"
2014 Mercedes-Benz M-Class,automatic,"70,000 kms",Diesel,SUV,1,"24,90,000"
2014 Audi Q3,automatic,"58,000 kms",Diesel,SUV,1,"15,90,000"
2016 Mitsubishi Pajero,manual,"42,000 kms",Diesel,SUV,1,"14,75,000"
2016 Mahindra Scorpio,manual,"23,000 kms",Diesel,SUV,1,"10,85,000"
2012 Skoda Yeti,manual,"62,000 kms",Diesel,SUV,1,"3,35,000"
2021 MG Hector,automatic,"15,000 kms",Petrol,SUV,1,"19,51,000"
2017 Maruti Vitara Brezza,manual,"67,000 kms",Diesel,SUV,1,"6,11,000"
2013 Toyota Fortuner,manual,"92,000 kms",Diesel,SUV,1,"12,00,000"
2013 Audi Q3,automatic,"37,000 kms",Diesel,SUV,1,"14,70,000"
2016 Maruti Vitara Brezza,manual,"22,000 kms",Diesel,SUV,1,"7,65,001"
2015 Ford Ecosport,automatic,"54,000 kms",Petrol,SUV,1,"6,25,001"
2019 Ford Ecosport,manual,"19,000 kms",Petrol,SUV,1,"8,75,001"
2019 Ford Ecosport,manual,"19,000 kms",Petrol,SUV,1,"8,75,001"
2019 Hyundai Creta,automatic,"69,000 kms",Diesel,SUV,1,"13,90,000"
2018 Ford Ecosport,automatic,"33,000 kms",Petrol,SUV,1,"8,25,001"
2019 Ford Endeavour,automatic,"30,000 kms",Diesel,SUV,1,"32,00,000"
2018 Maruti Vitara Brezza,manual,"25,000 kms",Diesel,SUV,1,"8,20,000"
2019 Honda WR-V,manual,"9,000 kms",Petrol,SUV,1,"8,50,000"
2017 Ford Endeavour,automatic,"64,324 kms",Diesel,SUV,1,"26,50,000"
2014 Toyota Fortuner,manual,"67,542 kms",Diesel,SUV,1,"13,90,000"
2019 Mahindra Scorpio,manual,"32,000 kms",Diesel,SUV,1,"11,50,000"
2018 Mahindra Scorpio,manual,"40,000 kms",Diesel,SUV,1,"13,75,000"
